date,campaign_name,campaign_type,city,spend,impressions,clicks,landed,lead_submitted,pay_now_attempt,conversions,gtv
2026-08-11,vrs26_gads_search_corp_hyd,search_generic,Bengaluru,178.62,567,10,10,2,1,1,799
2026-08-11,vrs26_gads_search_corp_hyd,search_generic,Hyderabad,3435.54,11276,280,280,51,26,16,33284
2026-08-11,vrs26_gads_search_corp_hyd,search_generic,Pune,101.46,276,8,8,2,2,2,3798
2026-08-11,vrs26_gads_search_corp_hyd,search_generic,Chennai,66.42,228,5,5,0,0,0,0
2026-08-12,vrs26_gads_search_brand_natl,search_brand,Mumbai,3715.2,11771,255,255,70,46,27,50873
2026-08-12,vrs26_gads_search_brand_natl,search_brand,Delhi NCR,2442.32,6227,128,128,32,15,8,10092
2026-08-12,vrs26_gads_search_brand_natl,search_brand,Bengaluru,2383.8,7017,145,145,42,32,18,34382
2026-08-12,vrs26_gads_search_brand_natl,search_brand,Hyderabad,1607.37,4506,120,120,32,12,8,14392
2026-08-12,vrs26_gads_search_brand_natl,search_brand,Pune,1347.63,4029,80,80,20,10,6,12893
2026-08-12,vrs26_gads_search_brand_natl,search_brand,Chennai,1078.55,3132,62,62,20,12,7,9393
2026-08-12,vrs26_gads_search_generic_marathon_natl,search_generic,Mumbai,5053.02,14399,296,296,54,34,27,45770
2026-08-12,vrs26_gads_search_generic_marathon_natl,search_generic,Delhi NCR,3532.55,9943,194,194,38,20,16,25684
2026-08-12,vrs26_gads_search_generic_marathon_natl,search_generic,Bengaluru,4161.4,11228,263,263,47,26,13,13687
2026-08-12,vrs26_gads_search_generic_marathon_natl,search_generic,Hyderabad,2477.43,7667,179,179,33,16,8,11391
2026-08-12,vrs26_gads_search_generic_marathon_natl,search_generic,Pune,1889.95,6070,142,142,30,14,12,15688
2026-08-12,vrs26_gads_search_generic_marathon_natl,search_generic,Chennai,1264.3,4056,75,75,18,9,3,5797
2026-08-12,vrs26_gads_search_generic_10k_natl,search_generic,Mumbai,3419.66,11298,197,197,41,22,10,18990
2026-08-12,vrs26_gads_search_generic_10k_natl,search_generic,Delhi NCR,2620.13,7628,146,146,21,13,10,19589
2026-08-12,vrs26_gads_search_generic_10k_natl,search_generic,Bengaluru,1982.52,6439,112,112,21,7,3,3397
2026-08-12,vrs26_gads_search_generic_10k_natl,search_generic,Hyderabad,1494.17,4728,101,101,22,8,5,7895
2026-08-12,vrs26_gads_search_generic_10k_natl,search_generic,Pune,1194.45,3811,88,88,11,6,2,2498
2026-08-12,vrs26_gads_search_generic_10k_natl,search_generic,Chennai,896.63,2554,49,49,9,5,4,7596
2026-08-12,vrs26_gads_pmax_all_natl,pmax,Mumbai,4676.34,13642,345,345,46,28,14,29285
2026-08-12,vrs26_gads_pmax_all_natl,pmax,Delhi NCR,4295.1,12975,311,311,42,27,17,39782
2026-08-12,vrs26_gads_pmax_all_natl,pmax,Bengaluru,3081.39,9639,160,160,23,12,7,9192
2026-08-12,vrs26_gads_pmax_all_natl,pmax,Hyderabad,2358.02,5629,117,117,17,8,4,5896
2026-08-12,vrs26_gads_pmax_all_natl,pmax,Pune,1894.87,4644,118,118,17,7,2,3498
2026-08-12,vrs26_gads_pmax_all_natl,pmax,Chennai,1347.48,3385,58,58,11,7,3,4996
2026-08-12,vrs26_gads_pmax_mum,pmax,Mumbai,7732.49,23286,468,468,85,38,26,49373
2026-08-12,vrs26_gads_pmax_mum,pmax,Delhi NCR,550.59,1515,27,27,2,1,0,0
2026-08-12,vrs26_gads_pmax_mum,pmax,Bengaluru,419.86,1034,32,32,3,2,1,3998
2026-08-12,vrs26_gads_pmax_mum,pmax,Hyderabad,280,875,21,21,8,4,1,1299
2026-08-12,vrs26_gads_pmax_mum,pmax,Pune,281.9,949,19,19,2,1,1,6499
2026-08-12,vrs26_gads_pmax_mum,pmax,Chennai,166.32,534,8,8,1,0,0,0
2026-08-12,vrs26_gads_pmax_blr,pmax,Mumbai,354.84,931,17,17,4,1,1,1299
2026-08-12,vrs26_gads_pmax_blr,pmax,Delhi NCR,274.38,799,22,22,7,3,1,6499
2026-08-12,vrs26_gads_pmax_blr,pmax,Bengaluru,7062.06,19478,437,437,68,34,15,30684
2026-08-12,vrs26_gads_pmax_blr,pmax,Hyderabad,232.35,731,20,20,3,2,1,2999
2026-08-12,vrs26_gads_pmax_blr,pmax,Pune,150.61,445,11,11,3,1,0,0
2026-08-12,vrs26_gads_pmax_blr,pmax,Chennai,147.79,476,16,16,2,1,1,799
2026-08-12,vrs26_gads_display_remarketing_natl,display,Mumbai,2385.46,6428,120,120,4,2,1,799
2026-08-12,vrs26_gads_display_remarketing_natl,display,Delhi NCR,1914.94,5510,102,102,11,5,3,8796
2026-08-12,vrs26_gads_display_remarketing_natl,display,Bengaluru,1619.27,4196,81,81,12,5,1,1299
2026-08-12,vrs26_gads_display_remarketing_natl,display,Hyderabad,1265.23,3325,72,72,7,2,2,1598
2026-08-12,vrs26_gads_display_remarketing_natl,display,Pune,796.06,2451,82,82,6,3,2,3298
2026-08-12,vrs26_gads_display_remarketing_natl,display,Chennai,724.73,2238,45,45,3,2,1,799
2026-08-12,vrs26_gads_yt_instream_natl,youtube,Mumbai,2864.78,8517,152,152,17,10,8,18190
2026-08-12,vrs26_gads_yt_instream_natl,youtube,Delhi NCR,2073.43,6201,94,94,11,2,1,1299
2026-08-12,vrs26_gads_yt_instream_natl,youtube,Bengaluru,2440.36,7687,171,171,20,10,3,2897
2026-08-12,vrs26_gads_yt_instream_natl,youtube,Hyderabad,1384.64,3756,79,79,7,4,3,4097
2026-08-12,vrs26_gads_yt_instream_natl,youtube,Pune,1150.69,3367,66,66,9,4,1,1299
2026-08-12,vrs26_gads_yt_instream_natl,youtube,Chennai,726.39,2273,51,51,7,4,3,4597
2026-08-12,vrs26_gads_yt_shorts_natl,youtube,Mumbai,1944.43,5729,137,137,13,6,3,4597
2026-08-12,vrs26_gads_yt_shorts_natl,youtube,Delhi NCR,1350.06,4168,97,97,10,3,2,2498
2026-08-12,vrs26_gads_yt_shorts_natl,youtube,Bengaluru,1289.22,3770,94,94,3,3,2,3298
2026-08-12,vrs26_gads_yt_shorts_natl,youtube,Hyderabad,922.6,2641,74,74,11,8,6,12893
2026-08-12,vrs26_gads_yt_shorts_natl,youtube,Pune,669.28,1998,57,57,7,4,1,1299
2026-08-12,vrs26_gads_yt_shorts_natl,youtube,Chennai,595.49,1711,31,31,2,1,1,3499
2026-08-12,vrs26_gads_search_competitor_natl,search_generic,Mumbai,1453.38,5111,96,96,11,7,5,7795
2026-08-12,vrs26_gads_search_competitor_natl,search_generic,Delhi NCR,1218.26,3853,75,75,12,5,4,6396
2026-08-12,vrs26_gads_search_competitor_natl,search_generic,Bengaluru,1101.37,3468,86,86,6,4,0,0
2026-08-12,vrs26_gads_search_competitor_natl,search_generic,Hyderabad,814.63,2419,53,53,8,3,2,3298
2026-08-12,vrs26_gads_search_competitor_natl,search_generic,Pune,732.19,2248,49,49,8,5,3,4797
2026-08-12,vrs26_gads_search_competitor_natl,search_generic,Chennai,483.96,1514,29,29,2,1,0,0
2026-08-12,vrs26_gads_discovery_feed_natl,discovery,Mumbai,1774.11,5785,134,134,17,8,6,5894
2026-08-12,vrs26_gads_discovery_feed_natl,discovery,Delhi NCR,1334.31,3644,85,85,8,4,1,1598
2026-08-12,vrs26_gads_discovery_feed_natl,discovery,Bengaluru,1419.64,3936,88,88,7,5,2,3998
2026-08-12,vrs26_gads_discovery_feed_natl,discovery,Hyderabad,860.03,2362,61,61,4,1,0,0
2026-08-12,vrs26_gads_discovery_feed_natl,discovery,Pune,648.37,1730,34,34,2,2,1,499
2026-08-12,vrs26_gads_discovery_feed_natl,discovery,Chennai,492.8,1601,47,47,7,3,1,1299
2026-08-12,vrs26_gads_search_corp_hyd,search_generic,Mumbai,277.14,844,18,18,1,0,0,0
2026-08-12,vrs26_gads_search_corp_hyd,search_generic,Delhi NCR,207.46,557,11,11,5,4,0,0
2026-08-12,vrs26_gads_search_corp_hyd,search_generic,Bengaluru,233.9,734,21,21,4,2,1,1299
2026-08-12,vrs26_gads_search_corp_hyd,search_generic,Hyderabad,3655.1,12098,272,272,35,16,10,18390
2026-08-12,vrs26_gads_search_corp_hyd,search_generic,Pune,129.17,389,10,10,1,1,1,799
2026-08-12,vrs26_gads_search_corp_hyd,search_generic,Chennai,91.9,271,6,6,0,0,0,0
2026-08-13,vrs26_gads_search_brand_natl,search_brand,Mumbai,4466.44,13564,312,312,88,39,26,39474
2026-08-13,vrs26_gads_search_brand_natl,search_brand,Delhi NCR,3253.64,7816,140,140,55,30,26,41172
2026-08-13,vrs26_gads_search_brand_natl,search_brand,Bengaluru,3369.89,9074,192,192,58,37,29,54068
2026-08-13,vrs26_gads_search_brand_natl,search_brand,Hyderabad,2235.48,6031,149,149,56,28,13,21284
2026-08-13,vrs26_gads_search_brand_natl,search_brand,Pune,1572.61,4450,111,111,28,9,3,5196
2026-08-13,vrs26_gads_search_brand_natl,search_brand,Chennai,1163.73,3159,79,79,19,10,7,10693
2026-08-13,vrs26_gads_search_generic_marathon_natl,search_generic,Mumbai,6148.04,15012,380,380,68,40,23,39676
2026-08-13,vrs26_gads_search_generic_marathon_natl,search_generic,Delhi NCR,5400.12,12758,233,233,39,24,15,31484
2026-08-13,vrs26_gads_search_generic_marathon_natl,search_generic,Bengaluru,4346.1,12191,272,272,42,27,15,21583
2026-08-13,vrs26_gads_search_generic_marathon_natl,search_generic,Hyderabad,3054.34,7263,163,163,27,15,5,5694
2026-08-13,vrs26_gads_search_generic_marathon_natl,search_generic,Pune,2595.18,7419,172,172,21,10,5,16393
2026-08-13,vrs26_gads_search_generic_marathon_natl,search_generic,Chennai,1931.13,6090,139,139,32,18,11,17286
2026-08-13,vrs26_gads_search_generic_10k_natl,search_generic,Mumbai,4368.24,14761,319,319,58,32,24,47773
2026-08-13,vrs26_gads_search_generic_10k_natl,search_generic,Delhi NCR,2944.34,7653,161,161,31,12,7,20092
2026-08-13,vrs26_gads_search_generic_10k_natl,search_generic,Bengaluru,2860.11,7377,179,179,34,16,10,24989
2026-08-13,vrs26_gads_search_generic_10k_natl,search_generic,Hyderabad,1974.65,5264,63,63,9,6,4,8096
2026-08-13,vrs26_gads_search_generic_10k_natl,search_generic,Pune,1492.96,2972,84,84,10,6,6,6494
2026-08-13,vrs26_gads_search_generic_10k_natl,search_generic,Chennai,1185.96,3252,70,70,4,2,1,499
2026-08-13,vrs26_gads_pmax_all_natl,pmax,Mumbai,5601.48,13649,294,294,54,30,13,32285
2026-08-13,vrs26_gads_pmax_all_natl,pmax,Delhi NCR,5451.87,16011,392,392,66,37,24,36374
2026-08-13,vrs26_gads_pmax_all_natl,pmax,Bengaluru,4718,11884,206,206,33,17,10,23689
2026-08-13,vrs26_gads_pmax_all_natl,pmax,Hyderabad,3065.78,8940,145,145,24,13,8,9792
2026-08-13,vrs26_gads_pmax_all_natl,pmax,Pune,1876.84,5452,118,118,20,9,3,5797
2026-08-13,vrs26_gads_pmax_all_natl,pmax,Chennai,1834.3,5782,123,123,26,13,7,12693
2026-08-13,vrs26_gads_pmax_mum,pmax,Mumbai,10068.84,28870,580,580,99,46,23,48575
2026-08-13,vrs26_gads_pmax_mum,pmax,Delhi NCR,666.22,1697,45,45,10,7,5,7895
2026-08-13,vrs26_gads_pmax_mum,pmax,Bengaluru,500.11,1304,22,22,4,2,1,799
2026-08-13,vrs26_gads_pmax_mum,pmax,Hyderabad,389.35,1097,14,14,3,3,0,0
2026-08-13,vrs26_gads_pmax_mum,pmax,Pune,227.06,658,27,27,3,1,0,0
2026-08-13,vrs26_gads_pmax_mum,pmax,Chennai,194.77,618,14,14,4,3,2,5498
2026-08-13,vrs26_gads_pmax_blr,pmax,Mumbai,560.49,1612,35,35,8,2,2,4298
2026-08-13,vrs26_gads_pmax_blr,pmax,Delhi NCR,525.96,1375,21,21,6,3,1,499
2026-08-13,vrs26_gads_pmax_blr,pmax,Bengaluru,8726.75,25744,615,615,102,55,28,55068
2026-08-13,vrs26_gads_pmax_blr,pmax,Hyderabad,309.56,931,22,22,4,2,2,5997
2026-08-13,vrs26_gads_pmax_blr,pmax,Pune,210.67,686,9,9,0,0,0,0
2026-08-13,vrs26_gads_pmax_blr,pmax,Chennai,168.49,427,8,8,1,0,0,0
2026-08-13,vrs26_gads_display_remarketing_natl,display,Mumbai,2731.68,6626,112,112,10,3,3,4297
2026-08-13,vrs26_gads_display_remarketing_natl,display,Delhi NCR,2425.11,7095,167,167,18,5,3,5797
2026-08-13,vrs26_gads_display_remarketing_natl,display,Bengaluru,2304.54,6006,124,124,10,6,1,799
2026-08-13,vrs26_gads_display_remarketing_natl,display,Hyderabad,1584.99,5145,113,113,14,4,4,5896
2026-08-13,vrs26_gads_display_remarketing_natl,display,Pune,1152.13,3280,60,60,6,4,4,15096
2026-08-13,vrs26_gads_display_remarketing_natl,display,Chennai,921.25,2567,58,58,2,2,0,0
2026-08-13,vrs26_gads_yt_instream_natl,youtube,Mumbai,3167.41,9436,286,286,25,17,13,15987
2026-08-13,vrs26_gads_yt_instream_natl,youtube,Delhi NCR,3638.61,10479,196,196,21,12,6,5994
2026-08-13,vrs26_gads_yt_instream_natl,youtube,Bengaluru,2603.1,8445,164,164,15,5,2,4298
2026-08-13,vrs26_gads_yt_instream_natl,youtube,Hyderabad,1840.39,4626,81,81,5,3,0,0
2026-08-13,vrs26_gads_yt_instream_natl,youtube,Pune,1119.56,2728,56,56,4,2,1,799
2026-08-13,vrs26_gads_yt_instream_natl,youtube,Chennai,1221.67,3357,78,78,10,5,3,5097
2026-08-13,vrs26_gads_yt_shorts_natl,youtube,Mumbai,2023.69,4934,108,108,12,5,3,6797
2026-08-13,vrs26_gads_yt_shorts_natl,youtube,Delhi NCR,1898.62,4615,102,102,8,2,1,2499
2026-08-13,vrs26_gads_yt_shorts_natl,youtube,Bengaluru,1963.36,5050,121,121,12,5,2,4498
2026-08-13,vrs26_gads_yt_shorts_natl,youtube,Hyderabad,1236.28,3206,66,66,7,4,2,1798
2026-08-13,vrs26_gads_yt_shorts_natl,youtube,Pune,917.51,2257,50,50,1,1,0,0
2026-08-13,vrs26_gads_yt_shorts_natl,youtube,Chennai,609.19,1656,32,32,3,0,0,0
2026-08-13,vrs26_gads_search_competitor_natl,search_generic,Mumbai,2184.14,6009,129,129,16,7,1,1299
2026-08-13,vrs26_gads_search_competitor_natl,search_generic,Delhi NCR,1425.08,3708,74,74,13,4,4,10295
2026-08-13,vrs26_gads_search_competitor_natl,search_generic,Bengaluru,1558.41,4450,85,85,16,6,2,3298
2026-08-13,vrs26_gads_search_competitor_natl,search_generic,Hyderabad,932.08,2770,53,53,7,2,1,499
2026-08-13,vrs26_gads_search_competitor_natl,search_generic,Pune,809.6,2155,52,52,7,4,1,2999
2026-08-13,vrs26_gads_search_competitor_natl,search_generic,Chennai,503.82,1313,24,24,3,1,1,799
2026-08-13,vrs26_gads_discovery_feed_natl,discovery,Mumbai,2062.05,5018,100,100,5,2,2,3798
2026-08-13,vrs26_gads_discovery_feed_natl,discovery,Delhi NCR,1983.55,5674,116,116,13,5,3,2897
2026-08-13,vrs26_gads_discovery_feed_natl,discovery,Bengaluru,1457.15,4392,71,71,13,5,3,5597
2026-08-13,vrs26_gads_discovery_feed_natl,discovery,Hyderabad,1246.7,3848,68,68,9,3,2,1598
2026-08-13,vrs26_gads_discovery_feed_natl,discovery,Pune,968.9,2832,64,64,7,4,1,799
2026-08-13,vrs26_gads_discovery_feed_natl,discovery,Chennai,621.42,1591,25,25,2,2,0,0
2026-08-13,vrs26_gads_search_corp_hyd,search_generic,Mumbai,469.48,1167,34,34,5,4,1,799
2026-08-13,vrs26_gads_search_corp_hyd,search_generic,Delhi NCR,362.52,988,11,11,1,1,1,499
2026-08-13,vrs26_gads_search_corp_hyd,search_generic,Bengaluru,285.12,693,16,16,1,0,0,0
2026-08-13,vrs26_gads_search_corp_hyd,search_generic,Hyderabad,4480.29,13354,271,271,46,22,14,21586
2026-08-13,vrs26_gads_search_corp_hyd,search_generic,Pune,142.01,366,8,8,2,0,0,0
2026-08-13,vrs26_gads_search_corp_hyd,search_generic,Chennai,129.31,376,8,8,2,0,0,0
2026-08-14,vrs26_gads_search_brand_natl,search_brand,Mumbai,4075.74,11186,209,209,68,41,27,49072
2026-08-14,vrs26_gads_search_brand_natl,search_brand,Delhi NCR,3505.4,9265,170,170,53,32,11,19089
2026-08-14,vrs26_gads_search_brand_natl,search_brand,Bengaluru,3135.42,8433,179,179,58,33,17,49882
2026-08-14,vrs26_gads_search_brand_natl,search_brand,Hyderabad,2011.17,5119,94,94,24,16,14,30083
2026-08-14,vrs26_gads_search_brand_natl,search_brand,Pune,1871.12,5598,95,95,35,23,10,15690
2026-08-14,vrs26_gads_search_brand_natl,search_brand,Chennai,1311.24,3113,70,70,18,10,6,9894
2026-08-14,vrs26_gads_search_generic_marathon_natl,search_generic,Mumbai,5979.1,17945,325,325,60,35,13,24287
2026-08-14,vrs26_gads_search_generic_marathon_natl,search_generic,Delhi NCR,5090.05,12857,308,308,54,31,13,22886
2026-08-14,vrs26_gads_search_generic_marathon_natl,search_generic,Bengaluru,4579.31,12064,349,349,60,32,15,19485
2026-08-14,vrs26_gads_search_generic_marathon_natl,search_generic,Hyderabad,3301.9,7641,142,142,28,16,13,26587
2026-08-14,vrs26_gads_search_generic_marathon_natl,search_generic,Pune,2582.55,7734,191,191,31,21,17,31382
2026-08-14,vrs26_gads_search_generic_marathon_natl,search_generic,Chennai,1720.29,4515,83,83,23,10,10,15988
2026-08-14,vrs26_gads_search_generic_10k_natl,search_generic,Mumbai,3917.73,10378,198,198,28,15,10,17589
2026-08-14,vrs26_gads_search_generic_10k_natl,search_generic,Delhi NCR,3233.28,9378,201,201,31,12,8,21191
2026-08-14,vrs26_gads_search_generic_10k_natl,search_generic,Bengaluru,2744.85,7175,172,172,35,21,7,9693
2026-08-14,vrs26_gads_search_generic_10k_natl,search_generic,Hyderabad,2138.02,5169,89,89,13,5,3,5097
2026-08-14,vrs26_gads_search_generic_10k_natl,search_generic,Pune,1372.72,4841,91,91,14,8,5,12095
2026-08-14,vrs26_gads_search_generic_10k_natl,search_generic,Chennai,1279.64,2944,45,45,9,7,5,7895
2026-08-14,vrs26_gads_pmax_all_natl,pmax,Mumbai,5321.04,14177,239,239,33,19,10,9990
2026-08-14,vrs26_gads_pmax_all_natl,pmax,Delhi NCR,5168.14,14127,387,387,47,20,13,16686
2026-08-14,vrs26_gads_pmax_all_natl,pmax,Bengaluru,4857.55,15594,295,295,47,28,13,27786
2026-08-14,vrs26_gads_pmax_all_natl,pmax,Hyderabad,2975.74,8497,149,149,21,15,12,27286
2026-08-14,vrs26_gads_pmax_all_natl,pmax,Pune,2134.14,5625,150,150,26,11,9,16491
2026-08-14,vrs26_gads_pmax_all_natl,pmax,Chennai,1878.7,5739,137,137,32,17,6,8193
2026-08-14,vrs26_gads_pmax_mum,pmax,Mumbai,9779.31,25584,577,577,94,43,26,56474
2026-08-14,vrs26_gads_pmax_mum,pmax,Delhi NCR,591.06,1502,30,30,7,3,1,1299
2026-08-14,vrs26_gads_pmax_mum,pmax,Bengaluru,529.54,1642,21,21,6,2,1,1299
2026-08-14,vrs26_gads_pmax_mum,pmax,Hyderabad,492.2,1353,29,29,7,4,3,4797
2026-08-14,vrs26_gads_pmax_mum,pmax,Pune,338.58,916,11,11,5,3,3,5896
2026-08-14,vrs26_gads_pmax_mum,pmax,Chennai,201.87,609,18,18,6,3,1,1999
2026-08-14,vrs26_gads_pmax_blr,pmax,Mumbai,561.73,1472,30,30,4,2,0,0
2026-08-14,vrs26_gads_pmax_blr,pmax,Delhi NCR,547.62,1524,32,32,7,4,3,4597
2026-08-14,vrs26_gads_pmax_blr,pmax,Bengaluru,8600.54,25564,604,604,111,60,38,78461
2026-08-14,vrs26_gads_pmax_blr,pmax,Hyderabad,298.92,735,12,12,3,1,1,799
2026-08-14,vrs26_gads_pmax_blr,pmax,Pune,222.52,544,12,12,1,0,0,0
2026-08-14,vrs26_gads_pmax_blr,pmax,Chennai,171.42,511,8,8,1,0,0,0
2026-08-14,vrs26_gads_display_remarketing_natl,display,Mumbai,2695.26,7349,122,122,14,7,4,8096
2026-08-14,vrs26_gads_display_remarketing_natl,display,Delhi NCR,2312.76,6735,179,179,15,3,2,7298
2026-08-14,vrs26_gads_display_remarketing_natl,display,Bengaluru,2435.69,6737,132,132,8,5,5,10094
2026-08-14,vrs26_gads_display_remarketing_natl,display,Hyderabad,1690.42,4047,90,90,10,4,3,9097
2026-08-14,vrs26_gads_display_remarketing_natl,display,Pune,1133.12,2949,64,64,7,4,4,3896
2026-08-14,vrs26_gads_display_remarketing_natl,display,Chennai,747.42,1926,45,45,4,2,1,799
2026-08-14,vrs26_gads_yt_instream_natl,youtube,Mumbai,3093.17,9322,253,253,25,13,6,9894
2026-08-14,vrs26_gads_yt_instream_natl,youtube,Delhi NCR,3351.17,9658,240,240,20,7,3,4097
2026-08-14,vrs26_gads_yt_instream_natl,youtube,Bengaluru,2618.2,8083,231,231,24,15,4,4596
2026-08-14,vrs26_gads_yt_instream_natl,youtube,Hyderabad,1853.58,4893,105,105,5,3,3,2597
2026-08-14,vrs26_gads_yt_instream_natl,youtube,Pune,1478.86,4072,76,76,7,2,1,799
2026-08-14,vrs26_gads_yt_instream_natl,youtube,Chennai,1067.39,3217,80,80,8,0,0,0
2026-08-14,vrs26_gads_yt_shorts_natl,youtube,Mumbai,2213.85,5901,139,139,10,7,2,1598
2026-08-14,vrs26_gads_yt_shorts_natl,youtube,Delhi NCR,2002.01,6280,153,153,14,7,4,13095
2026-08-14,vrs26_gads_yt_shorts_natl,youtube,Bengaluru,1561.94,4139,65,65,3,2,2,3298
2026-08-14,vrs26_gads_yt_shorts_natl,youtube,Hyderabad,1247.34,3342,74,74,7,3,1,2999
2026-08-14,vrs26_gads_yt_shorts_natl,youtube,Pune,839.58,2368,56,56,8,6,3,13296
2026-08-14,vrs26_gads_yt_shorts_natl,youtube,Chennai,702.25,2046,30,30,5,1,1,3499
2026-08-14,vrs26_gads_search_competitor_natl,search_generic,Mumbai,1958.79,5113,110,110,14,7,2,3298
2026-08-14,vrs26_gads_search_competitor_natl,search_generic,Delhi NCR,1691.35,4586,89,89,13,7,2,3597
2026-08-14,vrs26_gads_search_competitor_natl,search_generic,Bengaluru,1326.92,3839,75,75,11,4,3,5497
2026-08-14,vrs26_gads_search_competitor_natl,search_generic,Hyderabad,918.8,2410,65,65,11,3,2,1798
2026-08-14,vrs26_gads_search_competitor_natl,search_generic,Pune,803.36,1973,49,49,6,3,0,0
2026-08-14,vrs26_gads_search_competitor_natl,search_generic,Chennai,643.9,1863,43,43,1,0,0,0
2026-08-14,vrs26_gads_discovery_feed_natl,discovery,Mumbai,2331.27,6834,137,137,14,8,5,8095
2026-08-14,vrs26_gads_discovery_feed_natl,discovery,Delhi NCR,1689.71,4113,103,103,11,5,2,2098
2026-08-14,vrs26_gads_discovery_feed_natl,discovery,Bengaluru,1372.11,3686,70,70,4,1,1,1999
2026-08-14,vrs26_gads_discovery_feed_natl,discovery,Hyderabad,1261.03,3818,90,90,11,6,3,8297
2026-08-14,vrs26_gads_discovery_feed_natl,discovery,Pune,805.91,2223,43,43,3,2,0,0
2026-08-14,vrs26_gads_discovery_feed_natl,discovery,Chennai,800.98,2146,59,59,7,4,4,6096
2026-08-14,vrs26_gads_search_corp_hyd,search_generic,Mumbai,335.86,873,16,16,2,2,1,1999
2026-08-14,vrs26_gads_search_corp_hyd,search_generic,Delhi NCR,276.31,732,10,10,2,1,1,1999
2026-08-14,vrs26_gads_search_corp_hyd,search_generic,Bengaluru,366.81,1039,16,16,6,6,2,2598
2026-08-14,vrs26_gads_search_corp_hyd,search_generic,Hyderabad,4587.32,12345,282,282,54,29,15,29285
2026-08-14,vrs26_gads_search_corp_hyd,search_generic,Pune,147.28,402,11,11,3,2,0,0
2026-08-14,vrs26_gads_search_corp_hyd,search_generic,Chennai,99.71,321,7,7,0,0,0,0
2026-08-15,vrs26_gads_search_brand_natl,search_brand,Mumbai,3466.45,10690,260,260,70,44,20,25479
2026-08-15,vrs26_gads_search_brand_natl,search_brand,Delhi NCR,2670.78,7035,121,121,42,23,19,26279
2026-08-15,vrs26_gads_search_brand_natl,search_brand,Bengaluru,2799.92,9447,190,190,59,40,24,42074
2026-08-15,vrs26_gads_search_brand_natl,search_brand,Hyderabad,2163.99,6425,109,109,29,16,14,22686
2026-08-15,vrs26_gads_search_brand_natl,search_brand,Pune,1180.78,3141,73,73,24,11,8,21391
2026-08-15,vrs26_gads_search_brand_natl,search_brand,Chennai,1094.52,3322,54,54,19,12,8,7592
2026-08-15,vrs26_gads_search_generic_marathon_natl,search_generic,Mumbai,5351.5,14416,345,345,68,40,25,59975
2026-08-15,vrs26_gads_search_generic_marathon_natl,search_generic,Delhi NCR,3996.96,12114,299,299,63,26,14,21286
2026-08-15,vrs26_gads_search_generic_marathon_natl,search_generic,Bengaluru,4351.61,11530,229,229,51,31,14,36185
2026-08-15,vrs26_gads_search_generic_marathon_natl,search_generic,Hyderabad,2645.72,7280,139,139,32,10,4,7895
2026-08-15,vrs26_gads_search_generic_marathon_natl,search_generic,Pune,1778.9,4786,94,94,22,12,6,7494
2026-08-15,vrs26_gads_search_generic_marathon_natl,search_generic,Chennai,1425.5,4538,99,99,21,12,8,14292
2026-08-15,vrs26_gads_search_generic_10k_natl,search_generic,Mumbai,2442.39,8280,201,201,34,22,11,16888
2026-08-15,vrs26_gads_search_generic_10k_natl,search_generic,Delhi NCR,3476.3,10056,188,188,34,28,16,25184
2026-08-15,vrs26_gads_search_generic_10k_natl,search_generic,Bengaluru,2015.22,6148,129,129,26,19,6,13794
2026-08-15,vrs26_gads_search_generic_10k_natl,search_generic,Hyderabad,2021.62,5713,119,119,22,10,4,4495
2026-08-15,vrs26_gads_search_generic_10k_natl,search_generic,Pune,1236.24,3820,64,64,14,5,2,8498
2026-08-15,vrs26_gads_search_generic_10k_natl,search_generic,Chennai,1155.72,3413,59,59,7,5,0,0
2026-08-15,vrs26_gads_pmax_all_natl,pmax,Mumbai,5125.56,15875,383,383,69,34,16,27884
2026-08-15,vrs26_gads_pmax_all_natl,pmax,Delhi NCR,3978.54,12191,290,290,49,24,13,21087
2026-08-15,vrs26_gads_pmax_all_natl,pmax,Bengaluru,4086.7,12520,290,290,66,32,23,31976
2026-08-15,vrs26_gads_pmax_all_natl,pmax,Hyderabad,2321.35,6383,118,118,22,9,4,7596
2026-08-15,vrs26_gads_pmax_all_natl,pmax,Pune,1915.18,5506,111,111,16,6,3,4297
2026-08-15,vrs26_gads_pmax_all_natl,pmax,Chennai,1351.14,4051,103,103,12,5,2,4298
2026-08-15,vrs26_gads_pmax_mum,pmax,Mumbai,8432.31,25455,497,497,103,57,29,64370
2026-08-15,vrs26_gads_pmax_mum,pmax,Delhi NCR,420.59,1220,27,27,4,4,2,2397
2026-08-15,vrs26_gads_pmax_mum,pmax,Bengaluru,479.55,1422,29,29,9,5,1,1598
2026-08-15,vrs26_gads_pmax_mum,pmax,Hyderabad,328.56,996,19,19,1,0,0,0
2026-08-15,vrs26_gads_pmax_mum,pmax,Pune,184.46,458,11,11,4,2,1,1299
2026-08-15,vrs26_gads_pmax_mum,pmax,Chennai,186.87,541,14,14,6,5,3,8597
2026-08-15,vrs26_gads_pmax_blr,pmax,Mumbai,451.93,1248,28,28,6,3,2,1598
2026-08-15,vrs26_gads_pmax_blr,pmax,Delhi NCR,486.86,1687,35,35,3,2,1,6499
2026-08-15,vrs26_gads_pmax_blr,pmax,Bengaluru,7172.82,18433,379,379,53,26,12,24788
